ID,Hex,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
2230700,2209AC,Noble's Sacred Slender Sword,神聖な貴人細剣,神圣权贵细身剑,Священний меч шляхтича,,Священный тонкий клинок вельможи,,
2230800,220A10,Noble's Magic Slender Sword,魔力の貴人細剣,魔力权贵细身剑,Магічний меч шляхтича,,Зачарованный тонкий клинок вельможи,,
2230900,220A74,Noble's Cold Slender Sword,冷たい貴人細剣,寒冷权贵细身剑,Морозний меч шляхтича,,Морозный тонкий клинок вельможи,,
2231000,220AD8,Noble's Poison Slender Sword,毒の貴人細剣,毒权贵细身剑,Отруйний меч шляхтича,,Отравленный тонкий клинок вельможи,,
2231100,220B3C,Noble's Blood Slender Sword,血の貴人細剣,血权贵细身剑,Кривавий меч шляхтича,,Кровавый тонкий клинок вельможи,,
2231200,220BA0,Noble's Occult Slender Sword,神秘の貴人細剣,神秘权贵细身剑,Окультний меч шляхтича,,Оккультный тонкий клинок вельможи,,
2240000,222E00,Warhawk's Talon,戦鷹の爪剣,战鹰爪形剑,Пазур бойового яструба,,Коготь боевого ястреба,,
2240100,222E64,Warhawk's Heavy Talon,重厚な戦鷹爪剣,厚重战鹰爪形剑,Важкий пазур бойового яструба,,Тяжёлый коготь боевого ястреба,,
2240200,222EC8,Warhawk's Keen Talon,鋭利な戦鷹爪剣,锋利战鹰爪形剑,Стрімкий пазур бойового яструба,,Острый коготь боевого ястреба,,
2240300,222F2C,Warhawk's Quality Talon,上質な戦鷹爪剣,优质战鹰爪形剑,Якісний пазур бойового яструба,,Качественный коготь боевого ястреба,,
2240400,222F90,Warhawk's Fire Talon,炎の戦鷹爪剣,火焰战鹰爪形剑,Вогняний пазур бойового яструба,,Огненный коготь боевого ястреба,,
2240500,222FF4,Warhawk's Flame Art Talon,炎術の戦鷹爪剣,焰术战鹰爪形剑,Полум'яний пазур бойового яструба,,Пылающий коготь боевого ястреба,,
2240600,223058,Warhawk's Lightning Talon,雷の戦鷹爪剣,雷电战鹰爪形剑,Блискавковий пазур бойового яструба,,Громовой коготь боевого ястреба,,
2240700,2230BC,Warhawk's Sacred Talon,神聖な戦鷹爪剣,神圣战鹰爪形剑,Священний пазур бойового яструба,,Священный коготь боевого ястреба,,
2240800,223120,Warhawk's Magic Talon,魔力の戦鷹爪剣,魔力战鹰爪形剑,Магічний пазур бойового яструба,,Зачарованный коготь боевого ястреба,,
2240900,223184,Warhawk's Cold Talon,冷たい戦鷹爪剣,寒冷战鹰爪形剑,Морозний пазур бойового яструба,,Морозный коготь боевого ястреба,,
2241000,2231E8,Warhawk's Poison Talon,毒の戦鷹爪剣,毒战鹰爪形剑,Отруйний пазур бойового яструба,,Отравленный коготь боевого ястреба,,
2241100,22324C,Warhawk's Blood Talon,血の戦鷹爪剣,血战鹰爪形剑,Кривавий пазур бойового яструба,,Кровавый коготь боевого ястреба,,
2241200,2232B0,Warhawk's Occult Talon,神秘の戦鷹爪剣,神秘战鹰爪形剑,Окультний пазур бойового яструба,,Оккультный коготь боевого ястреба,,
2250000,225510,Lazuli Glintstone Sword,ラズリの輝石剣,拉兹利辉石剑,Лазуровий меч з блискаменем,,Лазурный блестящий меч,,
2260000,227C20,Rotten Crystal Sword,腐敗した結晶剣,腐败结晶剑,Гнилий кристалічний меч,,Гнилой кристальный меч,,
3000000,2DC6C0,Bastard Sword,バスタードソード,混种大剑,Меч-бастард,,Полуторный меч,,
3000100,2DC724,Heavy Bastard Sword,重厚なバスタードソード,厚重混种大剑,Важкий меч-бастард,,Тяжелый полуторный меч,,
3000200,2DC788,Keen Bastard Sword,鋭利なバスタードソード,锋利混种大剑,Стрімкий меч-бастард,,Острый полуторный меч,,
3000300,2DC7EC,Quality Bastard Sword,上質なバスタードソード,优质混种大剑,Якісний меч-бастард,,Качественный полуторный меч,,
3000400,2DC850,Fire Bastard Sword,炎のバスタードソード,火焰混种大剑,Вогняний меч-бастард,,Огненный полуторный меч,,
3000500,2DC8B4,Flame Art Bastard Sword,炎術のバスタードソード,焰术混种大剑,Полум'яний меч-бастард,,Пылающий полуторный меч,,
3000600,2DC918,Lightning Bastard Sword,雷のバスタードソード,雷电混种大剑,Блискавковий меч-бастард,,Громовой полуторный меч,,
3000700,2DC97C,Sacred Bastard Sword,神聖なバスタードソード,神圣混种大剑,Священний меч-бастард,,Священный полуторный меч,,
3000800,2DC9E0,Magic Bastard Sword,魔力のバスタードソード,魔力混种大剑,Магічний меч-бастард,,Зачарованный полуторный меч,,
3000900,2DCA44,Cold Bastard Sword,冷たいバスタードソード,寒冷混种大剑,Морозний меч-бастард,,Морозный полуторный меч,,
3001000,2DCAA8,Poison Bastard Sword,毒のバスタードソード,毒混种大剑,Отруйний меч-бастард,,Отравленный полуторный меч,,
3001100,2DCB0C,Bloody Bastard Sword,血のバスタードソード,血混种大剑,Кривавий меч-бастард,,Окровавленный полуторный меч,,
3001200,2DCB70,Occult Bastard Sword,神秘のバスタードソード,神秘混种大剑,Окультний меч-бастард,,Оккультный полуторный меч,,
3010000,2DEDD0,Forked Greatsword,二又の大剣,分岔大剑,Роздвоєний великий меч,,Раздвоенный двуручник,,
3010100,2DEE34,Heavy Forked Greatsword,重厚な二又大剣,厚重分岔大剑,Важкий роздвоєний великий меч,,Тяжёлый раздвоенный двуручник,,
3010200,2DEE98,Keen Forked Greatsword,鋭利な二又大剣,锋利分岔大剑,Стрімкий роздвоєний великий меч,,Острый раздвоенный двуручник,,
3010300,2DEEFC,Quality Forked Greatsword,上質な二又大剣,优质分岔大剑,Якісний роздвоєний великий меч,,Качественный раздвоенный двуручник,,
3010400,2DEF60,Fire Forked Greatsword,炎の二又大剣,火焰分岔大剑,Вогняний роздвоєний великий меч,,Огненный раздвоенный двуручник,,
3010500,2DEFC4,Flame Art Forked Greatsword,炎術の二又大剣,焰术分岔大剑,Полум'яний роздвоєний великий меч,,Пылающий раздвоенный двуручник,,
3010600,2DF028,Lightning Forked Greatsword,雷の二又大剣,雷电分岔大剑,Блискавковий роздвоєний великий меч,,Громовой раздвоенный двуручник,,
3010700,2DF08C,Sacred Forked Greatsword,神聖な二又大剣,神圣分岔大剑,Священний роздвоєний великий меч,,Священный раздвоенный двуручник,,
3010800,2DF0F0,Magic Forked Greatsword,魔力の二又大剣,魔力分岔大剑,Магічний роздвоєний великий меч,,Зачарованный раздвоенный двуручник,,
3010900,2DF154,Cold Forked Greatsword,冷たい二又大剣,寒冷分岔大剑,Морозний роздвоєний великий меч,,Морозный раздвоенный двуручник,,
3011000,2DF1B8,Poison Forked Greatsword,毒の二又大剣,毒分岔大剑,Отруйний роздвоєний великий меч,,Отравленный раздвоенный двуручник,,
3011100,2DF21C,Blood Forked Greatsword,血の二又大剣,血分岔大剑,Кривавий роздвоєний великий меч,,Окровавленный раздвоенный двуручник,,
3011200,2DF280,Occult Forked Greatsword,神秘の二又大剣,神秘分岔大剑,Окультний роздвоєний великий меч,,Оккультный раздвоенный двуручник,,
3020000,2E14E0,Iron Greatsword,鉄の大剣,铁制大剑,Залізний великий меч,,Железный двуручник,,
3020100,2E1544,Heavy Iron Greatsword,重厚な鉄大剣,厚重铁制大剑,Важкий залізний великий меч,,Тяжёлый железный двуручник,,
3020200,2E15A8,Keen Iron Greatsword,鋭利な鉄大剣,锋利铁制大剑,Стрімкий залізний великий меч,,Острый железный двуручник,,
3020300,2E160C,Quality Iron Greatsword,上質な鉄大剣,优质铁制大剑,Якісний залізний великий меч,,Качественный железный двуручник,,
3020400,2E1670,Fire Iron Greatsword,炎の鉄大剣,火焰铁制大剑,Вогняний залізний великий меч,,Огненный железный двуручник,,
3020500,2E16D4,Flame Art Iron Greatsword,炎術の鉄大剣,焰术铁制大剑,Полум'яний залізний великий меч,,Пылающий железный двуручник,,
3020600,2E1738,Lightning Iron Greatsword,雷の鉄大剣,雷电铁制大剑,Блискавковий залізний великий меч,,Громовой железный двуручник,,
3020700,2E179C,Sacred Iron Greatsword,神聖な鉄大剣,神圣铁制大剑,Священний залізний великий меч,,Священный железный двуручник,,
3020800,2E1800,Magic Iron Greatsword,魔力の鉄大剣,魔力铁制大剑,Магічний залізний великий меч,,Зачарованный железный двуручник,,
3020900,2E1864,Cold Iron Greatsword,冷たい鉄大剣,寒冷铁制大剑,Морозний залізний великий меч,,Морозный железный двуручник,,
3021000,2E18C8,Poison Iron Greatsword,毒の鉄大剣,毒铁制大剑,Отруйний залізний великий меч,,Отравленный железный двуручник,,
3021100,2E192C,Blood Iron Greatsword,血の鉄大剣,血铁制大剑,Кривавий залізний великий меч,,Кровавый железный двуручник,,
3021200,2E1990,Occult Iron Greatsword,神秘の鉄大剣,神秘铁制大剑,Окультний залізний великий меч,,Оккультный железный двуручник,,
