ID,English,Japanese,Chinese,German,Spanish,Russian,Arabic,Korean
2211010,Man-Fly Ashes +10,人蠅の遺灰＋１０,人形苍蝇的骨灰＋１０,Menschenfliegenasche +10,Cenizas de hombres moscas +10,Прах мухолюдов +10,رﻣﺎد اﻟﺫﺑﺎب اﻟﺑﺷﺭي +10,인간파리의 뼛가루+10
2212000,Taylew the Golem Smith,鍛冶ゴーレム、テウル,“锻造魔像”泰乌尔,Taylew der Golemschmied,o Ferreiro Golem,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد,단조골렘 테울
2212001,Taylew the Golem Smith +1,鍛冶ゴーレム、テウル＋１,“锻造魔像”泰乌尔＋１,Taylew der Golemschmied +1,o Ferreiro Golem +1,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +1,단조골렘 테울+1
2212002,Taylew the Golem Smith +2,鍛冶ゴーレム、テウル＋２,“锻造魔像”泰乌尔＋２,Taylew der Golemschmied +2,o Ferreiro Golem +2,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +2,단조골렘 테울+2
2212003,Taylew the Golem Smith +3,鍛冶ゴーレム、テウル＋３,“锻造魔像”泰乌尔＋３,Taylew der Golemschmied +3,o Ferreiro Golem +3,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +3,단조골렘 테울+3
2212004,Taylew the Golem Smith +4,鍛冶ゴーレム、テウル＋４,“锻造魔像”泰乌尔＋４,Taylew der Golemschmied +4,o Ferreiro Golem +4,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +4,단조골렘 테울+4
2212005,Taylew the Golem Smith +5,鍛冶ゴーレム、テウル＋５,“锻造魔像”泰乌尔＋５,Taylew der Golemschmied +5,o Ferreiro Golem +5,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +5,단조골렘 테울+5
2212006,Taylew the Golem Smith +6,鍛冶ゴーレム、テウル＋６,“锻造魔像”泰乌尔＋６,Taylew der Golemschmied +6,o Ferreiro Golem +6,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +6,단조골렘 테울+6
2212007,Taylew the Golem Smith +7,鍛冶ゴーレム、テウル＋７,“锻造魔像”泰乌尔＋７,Taylew der Golemschmied +7,o Ferreiro Golem +7,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +7,단조골렘 테울+7
2212008,Taylew the Golem Smith +8,鍛冶ゴーレム、テウル＋８,“锻造魔像”泰乌尔＋８,Taylew der Golemschmied +8,o Ferreiro Golem +8,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +8,단조골렘 테울+8
2212009,Taylew the Golem Smith +9,鍛冶ゴーレム、テウル＋９,“锻造魔像”泰乌尔＋９,Taylew der Golemschmied +9,o Ferreiro Golem +9,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +9,단조골렘 테울+9
2212010,Taylew the Golem Smith +10,鍛冶ゴーレム、テウル＋１０,“锻造魔像”泰乌尔＋１０,Taylew der Golemschmied +10,o Ferreiro Golem +10,Taylew,ﺗﺎﻳﻠﻭ اﻟﻐﻭﻟﻡ اﻟﺣﺩاد +10,단조골렘 테울+10
2213000,Divine Bird Warrior Ornis,神鳥の戦士、オルニス,“神鸟战士”奥尼斯,Göttlicher Vogelkrieger Ornis,Воин священной птицы Орнис,Guerreiro Pássaro Divino Ornis,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي,신조 전사 오르니스
2213001,Divine Bird Warrior Ornis +1,神鳥の戦士、オルニス＋１,“神鸟战士”奥尼斯＋１,Göttlicher Vogelkrieger Ornis +1,Воин священной птицы Орнис +1,Guerreiro Pássaro Divino Ornis +1,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +1,신조 전사 오르니스+1
2213002,Divine Bird Warrior Ornis +2,神鳥の戦士、オルニス＋２,“神鸟战士”奥尼斯＋２,Göttlicher Vogelkrieger Ornis +2,Воин священной птицы Орнис +2,Guerreiro Pássaro Divino Ornis +2,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +2,신조 전사 오르니스+2
2213003,Divine Bird Warrior Ornis +3,神鳥の戦士、オルニス＋３,“神鸟战士”奥尼斯＋３,Göttlicher Vogelkrieger Ornis +3,Воин священной птицы Орнис +3,Guerreiro Pássaro Divino Ornis +3,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +3,신조 전사 오르니스+3
2213004,Divine Bird Warrior Ornis +4,神鳥の戦士、オルニス＋４,“神鸟战士”奥尼斯＋４,Göttlicher Vogelkrieger Ornis +4,Воин священной птицы Орнис +4,Guerreiro Pássaro Divino Ornis +4,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +4,신조 전사 오르니스+4
2213005,Divine Bird Warrior Ornis +5,神鳥の戦士、オルニス＋５,“神鸟战士”奥尼斯＋５,Göttlicher Vogelkrieger Ornis +5,Воин священной птицы Орнис +5,Guerreiro Pássaro Divino Ornis +5,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +5,신조 전사 오르니스+5
2213006,Divine Bird Warrior Ornis +6,神鳥の戦士、オルニス＋６,“神鸟战士”奥尼斯＋６,Göttlicher Vogelkrieger Ornis +6,Воин священной птицы Орнис +6,Guerreiro Pássaro Divino Ornis +6,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +6,신조 전사 오르니스+6
2213007,Divine Bird Warrior Ornis +7,神鳥の戦士、オルニス＋７,“神鸟战士”奥尼斯＋７,Göttlicher Vogelkrieger Ornis +7,Воин священной птицы Орнис +7,Guerreiro Pássaro Divino Ornis +7,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +7,신조 전사 오르니스+7
2213008,Divine Bird Warrior Ornis +8,神鳥の戦士、オルニス＋８,“神鸟战士”奥尼斯＋８,Göttlicher Vogelkrieger Ornis +8,Воин священной птицы Орнис +8,Guerreiro Pássaro Divino Ornis +8,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +8,신조 전사 오르니스+8
2213009,Divine Bird Warrior Ornis +9,神鳥の戦士、オルニス＋９,“神鸟战士”奥尼斯＋９,Göttlicher Vogelkrieger Ornis +9,Воин священной птицы Орнис +9,Guerreiro Pássaro Divino Ornis +9,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +9,신조 전사 오르니스+9
2213010,Divine Bird Warrior Ornis +10,神鳥の戦士、オルニス＋１０,“神鸟战士”奥尼斯＋１０,Göttlicher Vogelkrieger Ornis +10,Воин священной птицы Орнис +10,Guerreiro Pássaro Divino Ornis +10,أورﻧﻳﺱ ﻣﺣﺎرب اﻟﻁﺎﺋﺭ اﻟﺳﻣﺎوي +10,신조 전사 오르니스+10
2214000,Horned Warrior Ashes,角の戦士の遺灰,角战士的骨灰,Asche des Hornkriegers,Cenizas de guerrero con cuernos,Прах рогатого воина,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن,뿔 전사의 뼛가루
2214001,Horned Warrior Ashes +1,角の戦士の遺灰＋１,角战士的骨灰＋１,Asche des Hornkriegers +1,Cenizas de guerrero con cuernos +1,Прах рогатого воина +1,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +1,뿔 전사의 뼛가루+1
2214002,Horned Warrior Ashes +2,角の戦士の遺灰＋２,角战士的骨灰＋２,Asche des Hornkriegers +2,Cenizas de guerrero con cuernos +2,Прах рогатого воина +2,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +2,뿔 전사의 뼛가루+2
2214003,Horned Warrior Ashes +3,角の戦士の遺灰＋３,角战士的骨灰＋３,Asche des Hornkriegers +3,Cenizas de guerrero con cuernos +3,Прах рогатого воина +3,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +3,뿔 전사의 뼛가루+3
2214004,Horned Warrior Ashes +4,角の戦士の遺灰＋４,角战士的骨灰＋４,Asche des Hornkriegers +4,Cenizas de guerrero con cuernos +4,Прах рогатого воина +4,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +4,뿔 전사의 뼛가루+4
2214005,Horned Warrior Ashes +5,角の戦士の遺灰＋５,角战士的骨灰＋５,Asche des Hornkriegers +5,Cenizas de guerrero con cuernos +5,Прах рогатого воина +5,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +5,뿔 전사의 뼛가루+5
2214006,Horned Warrior Ashes +6,角の戦士の遺灰＋６,角战士的骨灰＋６,Asche des Hornkriegers +6,Cenizas de guerrero con cuernos +6,Прах рогатого воина +6,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +6,뿔 전사의 뼛가루+6
2214007,Horned Warrior Ashes +7,角の戦士の遺灰＋７,角战士的骨灰＋７,Asche des Hornkriegers +7,Cenizas de guerrero con cuernos +7,Прах рогатого воина +7,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +7,뿔 전사의 뼛가루+7
2214008,Horned Warrior Ashes +8,角の戦士の遺灰＋８,角战士的骨灰＋８,Asche des Hornkriegers +8,Cenizas de guerrero con cuernos +8,Прах рогатого воина +8,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +8,뿔 전사의 뼛가루+8
2214009,Horned Warrior Ashes +9,角の戦士の遺灰＋９,角战士的骨灰＋９,Asche des Hornkriegers +9,Cenizas de guerrero con cuernos +9,Прах рогатого воина +9,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +9,뿔 전사의 뼛가루+9
2214010,Horned Warrior Ashes +10,角の戦士の遺灰＋１０,角战士的骨灰＋１０,Asche des Hornkriegers +10,Cenizas de guerrero con cuernos +10,Прах рогатого воина +10,رﻣﺎد اﻟﻣﺣﺎرب ذي اﻟﻘﺭن +10,뿔 전사의 뼛가루+10
2215000,Ancient Dragon Florissax,古竜フローサクス,,Uralter Drache Florissax,Древняя драконица Флориссакс,Dragão Ancião Florissax,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ,고룡 플로삭스
2215001,Ancient Dragon Florissax +1,古竜フローサクス＋１,,Uralter Drache Florissax +1,Древняя драконица Флориссакс +1,Dragão Ancião Florissax +1,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +1,고룡 플로삭스+1
2215002,Ancient Dragon Florissax +2,古竜フローサクス＋２,,Uralter Drache Florissax +2,Древняя драконица Флориссакс +2,Dragão Ancião Florissax +2,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +2,고룡 플로삭스+2
2215003,Ancient Dragon Florissax +3,古竜フローサクス＋３,,Uralter Drache Florissax +3,Древняя драконица Флориссакс +3,Dragão Ancião Florissax +3,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +3,고룡 플로삭스+3
2215004,Ancient Dragon Florissax +4,古竜フローサクス＋４,,Uralter Drache Florissax +4,Древняя драконица Флориссакс +4,Dragão Ancião Florissax +4,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +4,고룡 플로삭스+4
2215005,Ancient Dragon Florissax +5,古竜フローサクス＋５,,Uralter Drache Florissax +5,Древняя драконица Флориссакс +5,Dragão Ancião Florissax +5,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +5,고룡 플로삭스+5
2215006,Ancient Dragon Florissax +6,古竜フローサクス＋６,,Uralter Drache Florissax +6,Древняя драконица Флориссакс +6,Dragão Ancião Florissax +6,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +6,고룡 플로삭스+6
2215007,Ancient Dragon Florissax +7,古竜フローサクス＋７,,Uralter Drache Florissax +7,Древняя драконица Флориссакс +7,Dragão Ancião Florissax +7,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +7,고룡 플로삭스+7
2215008,Ancient Dragon Florissax +8,古竜フローサクス＋８,,Uralter Drache Florissax +8,Древняя драконица Флориссакс +8,Dragão Ancião Florissax +8,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +8,고룡 플로삭스+8
2215009,Ancient Dragon Florissax +9,古竜フローサクス＋９,,Uralter Drache Florissax +9,Древняя драконица Флориссакс +9,Dragão Ancião Florissax +9,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +9,고룡 플로삭스+9
2215010,Ancient Dragon Florissax +10,古竜フローサクス＋１０,,Uralter Drache Florissax +10,Древняя драконица Флориссакс +10,Dragão Ancião Florissax +10,ﻓﻠﻭرﻳﺳﺎﻛﺱ اﻟﺗﻧﻳﻥ اﻟﻌﺭﻳﻖ +10,고룡 플로삭스+10
2217000,Fingercreeper Ashes,ユビムシの遺灰,指虫的骨灰,Fingerkriecherasche,Cenizas de trepadedos,Прах ползучего Пальца,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ,손가락벌레의 뼛가루
2217001,Fingercreeper Ashes +1,ユビムシの遺灰＋１,指虫的骨灰＋１,Fingerkriecherasche +1,Cenizas de trepadedos +1,Прах ползучего Пальца +1,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +1,손가락벌레의 뼛가루+1
2217002,Fingercreeper Ashes +2,ユビムシの遺灰＋２,指虫的骨灰＋２,Fingerkriecherasche +2,Cenizas de trepadedos +2,Прах ползучего Пальца +2,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +2,손가락벌레의 뼛가루+2
2217003,Fingercreeper Ashes +3,ユビムシの遺灰＋３,指虫的骨灰＋３,Fingerkriecherasche +3,Cenizas de trepadedos +3,Прах ползучего Пальца +3,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +3,손가락벌레의 뼛가루+3
2217004,Fingercreeper Ashes +4,ユビムシの遺灰＋４,指虫的骨灰＋４,Fingerkriecherasche +4,Cenizas de trepadedos +4,Прах ползучего Пальца +4,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +4,손가락벌레의 뼛가루+4
2217005,Fingercreeper Ashes +5,ユビムシの遺灰＋５,指虫的骨灰＋５,Fingerkriecherasche +5,Cenizas de trepadedos +5,Прах ползучего Пальца +5,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +5,손가락벌레의 뼛가루+5
2217006,Fingercreeper Ashes +6,ユビムシの遺灰＋６,指虫的骨灰＋６,Fingerkriecherasche +6,Cenizas de trepadedos +6,Прах ползучего Пальца +6,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +6,손가락벌레의 뼛가루+6
2217007,Fingercreeper Ashes +7,ユビムシの遺灰＋７,指虫的骨灰＋７,Fingerkriecherasche +7,Cenizas de trepadedos +7,Прах ползучего Пальца +7,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +7,손가락벌레의 뼛가루+7
2217008,Fingercreeper Ashes +8,ユビムシの遺灰＋８,指虫的骨灰＋８,Fingerkriecherasche +8,Cenizas de trepadedos +8,Прах ползучего Пальца +8,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +8,손가락벌레의 뼛가루+8
2217009,Fingercreeper Ashes +9,ユビムシの遺灰＋９,指虫的骨灰＋９,Fingerkriecherasche +9,Cenizas de trepadedos +9,Прах ползучего Пальца +9,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +9,손가락벌레의 뼛가루+9
2217010,Fingercreeper Ashes +10,ユビムシの遺灰＋１０,指虫的骨灰＋１０,Fingerkriecherasche +10,Cenizas de trepadedos +10,Прах ползучего Пальца +10,رﻣﺎد اﻹﺻﺑﻊ اﻟﺯاﺣﻔﺔ +10,손가락벌레의 뼛가루+10
2218000,Fire Knight Queelign,火の騎士、クウィライン,“火焰骑士”昆兰,Feuerritter Queelign,Огненный рыцарь Квилайн,Cavaleiro de Fogo Queelign,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر,불의 기사 퀼라인
2218001,Fire Knight Queelign +1,火の騎士、クウィライン＋１,“火焰骑士”昆兰＋１,Feuerritter Queelign +1,Огненный рыцарь Квилайн +1,Cavaleiro de Fogo Queelign +1,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +1,불의 기사 퀼라인+1
2218002,Fire Knight Queelign +2,火の騎士、クウィライン＋２,“火焰骑士”昆兰＋２,Feuerritter Queelign +2,Огненный рыцарь Квилайн +2,Cavaleiro de Fogo Queelign +2,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +2,불의 기사 퀼라인+2
2218003,Fire Knight Queelign +3,火の騎士、クウィライン＋３,“火焰骑士”昆兰＋３,Feuerritter Queelign +3,Огненный рыцарь Квилайн +3,Cavaleiro de Fogo Queelign +3,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +3,불의 기사 퀼라인+3
2218004,Fire Knight Queelign +4,火の騎士、クウィライン＋４,“火焰骑士”昆兰＋４,Feuerritter Queelign +4,Огненный рыцарь Квилайн +4,Cavaleiro de Fogo Queelign +4,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +4,불의 기사 퀼라인+4
2218005,Fire Knight Queelign +5,火の騎士、クウィライン＋５,“火焰骑士”昆兰＋５,Feuerritter Queelign +5,Огненный рыцарь Квилайн +5,Cavaleiro de Fogo Queelign +5,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +5,불의 기사 퀼라인+5
2218006,Fire Knight Queelign +6,火の騎士、クウィライン＋６,“火焰骑士”昆兰＋６,Feuerritter Queelign +6,Огненный рыцарь Квилайн +6,Cavaleiro de Fogo Queelign +6,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +6,불의 기사 퀼라인+6
2218007,Fire Knight Queelign +7,火の騎士、クウィライン＋７,“火焰骑士”昆兰＋７,Feuerritter Queelign +7,Огненный рыцарь Квилайн +7,Cavaleiro de Fogo Queelign +7,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +7,불의 기사 퀼라인+7
2218008,Fire Knight Queelign +8,火の騎士、クウィライン＋８,“火焰骑士”昆兰＋８,Feuerritter Queelign +8,Огненный рыцарь Квилайн +8,Cavaleiro de Fogo Queelign +8,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +8,불의 기사 퀼라인+8
2218009,Fire Knight Queelign +9,火の騎士、クウィライン＋９,“火焰骑士”昆兰＋９,Feuerritter Queelign +9,Огненный рыцарь Квилайн +9,Cavaleiro de Fogo Queelign +9,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +9,불의 기사 퀼라인+9
2218010,Fire Knight Queelign +10,火の騎士、クウィライン＋１０,“火焰骑士”昆兰＋１０,Feuerritter Queelign +10,Огненный рыцарь Квилайн +10,Cavaleiro de Fogo Queelign +10,ﻛﻭﻳﻠﻳﻥ ﻓﺎرس اﻟﻧﺎر +10,불의 기사 퀼라인+10
2219000,Schwerthand der Nacht,,“黑夜剑士”约兰,Jolán,Espadachim da Noite Jolán,szermierka nocy,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ,夜の剣士、ヨラーン
2219001,Schwerthand der Nacht +1,,“黑夜剑士”约兰＋１,Jolán,Espadachim da Noite Jolán +1,szermierka nocy +1,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +1,夜の剣士、ヨラーン＋１
2219002,Schwerthand der Nacht +2,,“黑夜剑士”约兰＋２,Jolán,Espadachim da Noite Jolán +2,szermierka nocy +2,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +2,夜の剣士、ヨラーン＋２
2219003,Schwerthand der Nacht +3,,“黑夜剑士”约兰＋３,Jolán,Espadachim da Noite Jolán +3,szermierka nocy +3,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +3,夜の剣士、ヨラーン＋３
2219004,Schwerthand der Nacht +4,,“黑夜剑士”约兰＋４,Jolán,Espadachim da Noite Jolán +4,szermierka nocy +4,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +4,夜の剣士、ヨラーン＋４
2219005,Schwerthand der Nacht +5,,“黑夜剑士”约兰＋５,Jolán,Espadachim da Noite Jolán +5,szermierka nocy +5,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +5,夜の剣士、ヨラーン＋５
2219006,Schwerthand der Nacht +6,,“黑夜剑士”约兰＋６,Jolán,Espadachim da Noite Jolán +6,szermierka nocy +6,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +6,夜の剣士、ヨラーン＋６
2219007,Schwerthand der Nacht +7,,“黑夜剑士”约兰＋７,Jolán,Espadachim da Noite Jolán +7,szermierka nocy +7,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +7,夜の剣士、ヨラーン＋７
2219008,Schwerthand der Nacht +8,,“黑夜剑士”约兰＋８,Jolán,Espadachim da Noite Jolán +8,szermierka nocy +8,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +8,夜の剣士、ヨラーン＋８
2219009,Schwerthand der Nacht +9,,“黑夜剑士”约兰＋９,Jolán,Espadachim da Noite Jolán +9,szermierka nocy +9,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +9,夜の剣士、ヨラーン＋９
2219010,Schwerthand der Nacht +10,,“黑夜剑士”约兰＋１０,Jolán,Espadachim da Noite Jolán +10,szermierka nocy +10,ﺟﻭﻻن ﻣﺑﺎرزة اﻟﻠﻳﻝ +10,夜の剣士、ヨラーン＋１０
2220000,Jolán and Anna,ヨラーンとアンナ,约兰与安娜,Jolán und Anna,Jolán y Anna,Йолана и Анна,ﺟﻭﻻن وآﻧﺎ,욜란과 안나
2220001,Jolán and Anna +1,ヨラーンとアンナ＋１,约兰与安娜＋１,Jolán und Anna +1,Jolán y Anna +1,Йолана и Анна +1,ﺟﻭﻻن وآﻧﺎ +1,욜란과 안나+1
2220002,Jolán and Anna +2,ヨラーンとアンナ＋２,约兰与安娜＋２,Jolán und Anna +2,Jolán y Anna +2,Йолана и Анна +2,ﺟﻭﻻن وآﻧﺎ +2,욜란과 안나+2
2220003,Jolán and Anna +3,ヨラーンとアンナ＋３,约兰与安娜＋３,Jolán und Anna +3,Jolán y Anna +3,Йолана и Анна +3,ﺟﻭﻻن وآﻧﺎ +3,욜란과 안나+3
2220004,Jolán and Anna +4,ヨラーンとアンナ＋４,约兰与安娜＋４,Jolán und Anna +4,Jolán y Anna +4,Йолана и Анна +4,ﺟﻭﻻن وآﻧﺎ +4,욜란과 안나+4
2220005,Jolán and Anna +5,ヨラーンとアンナ＋５,约兰与安娜＋５,Jolán und Anna +5,Jolán y Anna +5,Йолана и Анна +5,ﺟﻭﻻن وآﻧﺎ +5,욜란과 안나+5
2220006,Jolán and Anna +6,ヨラーンとアンナ＋６,约兰与安娜＋６,Jolán und Anna +6,Jolán y Anna +6,Йолана и Анна +6,ﺟﻭﻻن وآﻧﺎ +6,욜란과 안나+6
2220007,Jolán and Anna +7,ヨラーンとアンナ＋７,约兰与安娜＋７,Jolán und Anna +7,Jolán y Anna +7,Йолана и Анна +7,ﺟﻭﻻن وآﻧﺎ +7,욜란과 안나+7
2220008,Jolán and Anna +8,ヨラーンとアンナ＋８,约兰与安娜＋８,Jolán und Anna +8,Jolán y Anna +8,Йолана и Анна +8,ﺟﻭﻻن وآﻧﺎ +8,욜란과 안나+8
2220009,Jolán and Anna +9,ヨラーンとアンナ＋９,约兰与安娜＋９,Jolán und Anna +9,Jolán y Anna +9,Йолана и Анна +9,ﺟﻭﻻن وآﻧﺎ +9,욜란과 안나+9
2220010,Jolán and Anna +10,ヨラーンとアンナ＋１０,约兰与安娜＋１０,Jolán und Anna +10,Jolán y Anna +10,Йолана и Анна +10,ﺟﻭﻻن وآﻧﺎ +10,욜란과 안나+10
