ID,NAME,説明 (日本語-japanese),描述 (中文-chinese),Опис (українська-ukrainian),Beschreibung (deutsch-german),Описание (русский-russian),La description (français-french),설명 (한국어-korean)
2902,Golden Rune [3],黄金のルーン【３】,黄金卢恩【３】,Золота руна [3],,Руна жителя окраин [2],,
2903,Golden Rune [4],黄金のルーン【４】,黄金卢恩【４】,Золота руна [4],,Руна жителя окраин [3],,
2904,Golden Rune [5],黄金のルーン【５】,黄金卢恩【５】,Золота руна [5],,Руна жителя окраин [4],,
2905,Golden Rune [6],黄金のルーン【６】,黄金卢恩【６】,Золота руна [6],,Руна жителя низин [1],,
2906,Golden Rune [7],黄金のルーン【７】,黄金卢恩【７】,Золота руна [7],,Руна жителя низин [2],,
2907,Golden Rune [8],黄金のルーン【８】,黄金卢恩【８】,Золота руна [8],,Руна жителя низин [3],,
2908,Golden Rune [9],黄金のルーン【９】,黄金卢恩【９】,Золота руна [9],,Руна жителя низин [4],,
2909,Golden Rune [10],黄金のルーン【１０】,黄金卢恩【１０】,Золота руна [10],,Руна златоглазого [1],,
2910,Golden Rune [11],黄金のルーン【１１】,黄金卢恩【１１】,Золота руна [11],,Руна златоглазого [2],,
2911,Golden Rune [12],黄金のルーン【１２】,黄金卢恩【１２】,Золота руна [12],,Руна златоглазого [3],,
2912,Golden Rune [13],黄金のルーン【１３】,黄金卢恩【１３】,Золота руна [13],,Руна златоглазого [4],,
2913,Numen's Rune,稀人のルーン,稀人卢恩,Руна нумена,,Руна древнего [1],,
2914,Hero's Rune [1],英雄のルーン【１】,英雄卢恩【１】,Руна героя [1],,Руна древнего [2],,
2915,Hero's Rune [2],英雄のルーン【２】,英雄卢恩【２】,Руна героя [2],,Руна древнего [3],,
2916,Hero's Rune [3],英雄のルーン【３】,英雄卢恩【３】,Руна героя [3],,Руна древнего [4],,
2917,Hero's Rune [4],英雄のルーン【４】,英雄卢恩【４】,Руна героя [4],,Руна нумена,,
2918,Hero's Rune [5],英雄のルーン【５】,英雄卢恩【５】,Руна героя [5],,Руна героя,,
2919,Lord's Rune,王のルーン,王之卢恩,Руна володаря,,Руна повелителя,,
2950,Remembrance of the Grafted,接ぎ木の追憶,接肢的追忆,Спогад про Приживленого,,Воспоминание о Сторуком,,
2951,Remembrance of the Starscourge,星砕きの追憶,碎星的追忆,Спогад про Бича зірок,,Воспоминание о Биче Звёзд,,
2952,Remembrance of the Omen King,忌み王の追憶,恶兆王的追忆,Спогад про короля передвісників,,Воспоминание о короле знамений,,
2953,Remembrance of the Blasphemous,冒涜の君主の追憶,亵渎君王的追忆,Спогад про Блюзніра,,Воспоминание о богохульнике,,
2954,Remembrance of the Rot Goddess,腐敗の女神の追憶,腐败女神的追忆,Спогад про богиню гнилі,,Воспоминание о Богине Гнили,,
2955,Remembrance of the Blood Lord,血の君主の追憶,鲜血君王的追忆,Спогад про Володаря крові,,Воспоминание о Повелителе Крови,,
2956,Remembrance of the Black Blade,黒き剣の追憶,黑剑的追忆,Спогад про Чорний клинок,,Воспоминание о Чёрном Клинке,,
2957,Remembrance of Hoarah Loux,ホーラ・ルーの追憶,荷莱·露的追忆,Спогад про Гора Лу,,Воспоминание о Хоаре Луксе,,
2958,Remembrance of the Dragonlord,竜王の追憶,龙王的追忆,Спогад про Володаря драконів,,Воспоминание о владыке драконов,,
2959,Remembrance of the Full Moon Queen,満月の女王の追憶,满月女王的追忆,Спогад про королеву повні,,Воспоминание о Полнолунной королеве,,
2960,Remembrance of the Lichdragon,死竜の追憶,死龙的追忆,Спогад про дракона смерті,,Воспоминание о драконе-личе,,
2961,Remembrance of the Fire Giant,火の巨人の追憶,火焰巨人的追忆,Спогад про вогняного велетня,,Воспоминание об огненном великане,,
2962,Remembrance of the Regal Ancestor,祖霊の王の追憶,祖灵之王的追忆,Спогад про королівського предка,,Воспоминание о величавом предке,,
2963,Elden Remembrance,エルデの追憶,艾尔登的追忆,Спогад про Елден,,Воспоминание об Элдене,,
2964,Remembrance of the Naturalborn,暗黒の落とし子の追憶,黑暗弃子的追忆,Спогад про Породження,,Воспоминание о Рождённом Бездной,,
2990,Lands Between Rune,狭間の地のルーン,交界地卢恩,Руна Межизем'я,,Руна Междуземья,,
3000,Ancestral Infant's Head,幼祖霊の頭,稚幼祖灵头部,Голова немовляти предків,,Голова юного предка,,
3010,Omen Bairn,忌み水子,恶兆幼子像,Дитинча передвісників,,Дитя знамения,,
3011,Regal Omen Bairn,王家の忌み水子,王室恶兆幼子像,Королівське дитинча передвісників,,Величавое дитя знамения,,
3020,Miranda's Prayer,ミランダの祈り,米兰达的祈祷,[ERROR]Miranda's Prayer,,Молитва миранды,,
3030,Cuckoo Glintstone,カッコウの輝石,杜鹃辉石,Блискамінь зозулі,,Блестящий камень Кукушки,,
3040,Mimic's Veil,擬態のヴェール,拟态面纱,Вуаль імітації,,Вуаль ложности,,
3050,Glintstone Scrap,屑輝石,崩裂辉石,Уламок блискаменю,,Обломок блестящего камня,,
3051,Large Glintstone Scrap,大きな屑輝石,大块崩裂辉石,Великий уламок блискаменю,,Большой обломок блестящего камня,,
3060,Gravity Stone Fan,扇の重力石,扇形重力石,Віяло гравікаменю,,Веерный гравитационный камень,,
3070,Gravity Stone Chunk,塊の重力石,块状重力石,Шмат гравікаменю,,Кусок гравитационного камня,,
3080,Wraith Calling Bell,呪霊喚びの鈴,召咒魂铃,Дзвоник виклику примар,,Колокольчик призыва призраков,,
3300,Holy Water Grease,聖水脂,圣水油脂,[ERROR]Holy Water Grease,,Смазка со святой водой,,
3310,Warming Stone,ぬくもり石,温热石,Зігрівальний камінь,,Согревающий камень,,
3311,Frenzyflame Stone,狂い火石,癫火石,Камінь несамовитого полум'я,,Камень Яростного Пламени,,
3320,Scriptstone,言の葉石,絮语石,Камінь з написом,,Обломок руин с письменами,,
3350,Bewitching Branch,誘惑の枝,魅惑树枝,Зачарована гілка,,Чародейная ветвь,,
3360,Baldachin's Blessing,帳の恩寵,床帘恩泽,Благословення балдахіна,,Благословление балдахина,,
3361,Radiant Baldachin's Blessing,光射す帳の恩寵,透光床帘恩泽,Благословення променистого балдахіна,,Благословление сияющего балдахина,,
3500,Uplifting Aromatic,高揚の香り,振奋香,Бадьорливий аромат,,Бодрящий аромат,,
3510,Spark Aromatic,火花の香り,火花香,Іскристий аромат,,Искрящийся аромат,,
3520,Ironjar Aromatic,鉄壺の香薬,铁壶香药,Аромат залізного горщика,,Аромат железного горшка,,
3550,Bloodboil Aromatic,狂熱の香薬,狂热香药,Аромат кип'яченої крові,,Аромат вскипания крови,,
3580,Poison Spraymist,毒の噴霧,毒发喷雾,Отруйний розпил,,Ядовитый распылитель,,
3610,Acid Spraymist,酸の噴霧,酸蚀喷雾,Токсичний розпил,,Кислотный туман,,
4000,Glintstone Pebble,輝石のつぶて,辉石魔砾,Блискамінчик,,Снаряды блестящих камней,,
4001,Great Glintstone Shard,輝石の大つぶて,辉石大魔砾,Великий уламок блискаменю,,Великий осколок блестящего камня,,
4010,Swift Glintstone Shard,輝石の速つぶて,辉石迅魔砾,Швидкий уламок блискаменю,,Быстрый осколок блестящего камня,,
4020,Glintstone Cometshard,輝石の彗星,辉石彗星,Блискамінний уламок комети,,Осколок кометы блестящего камня,,
4021,Comet,ほうき星,帚星,Комета,,Комета,,
4030,Shard Spiral,渦巻くつぶて,旋飞魔砾,Спіральний уламок,,Спиральный осколок,,
4040,Glintstone Stars,輝石の流星,辉石流星,Блискамінні зірки,,Блестящие звёзды,,
4050,Star Shower,流星群,流星雨,Зоряна злива,,Звездопад,,
4060,Crystal Barrage,結晶連弾,结晶连弹,Кристалічний шквал,,Кристальный шквал,,
4070,Glintstone Arc,輝石のアーク,辉石弯弧,Блискамінна дуга,,Блестящая дуга,,
4080,Cannon of Haima,ハイマの砲丸,海摩炮弹,Гармата Гайми,,Пушка Хаймы,,
4090,Crystal Burst,結晶散弾,结晶散射,Кристалічний залп,,Кристальный залп,,
4100,Shatter Earth,岩盤砕き,爆碎岩盘,Розбиття землі,,Дрожь земли,,
4110,Rock Blaster,岩盤発破,爆破岩盘,Руйнівник скель,,Разрушитель камня,,
4120,Gavel of Haima,ハイマの大槌,海摩大槌,Молот Гайми,,Молоток Хаймы,,
4130,Terra Magicus,魔術の地,魔法之境,Магічний край,,Зачарованные земли,,
4140,Starlight,星灯り,星光,Зоряне сяйво,,Звездосвет,,
4200,Comet Azur,彗星アズール,彗星亚兹勒,Комета Азура,,Комета Азура,,
4210,Founding Rain of Stars,創星雨,创星雨,Первісний зоряний дощ,,Первый звёздный дождь,,
4220,Stars of Ruin,滅びの流星,毁灭流星,Руйнівні зірки,,Гибельные звёзды,,
4300,Glintblade Phalanx,輝剣の円陣,辉剑圆阵,Фаланга блискамінного клинка,,Фаланга сияющего меча,,
4301,Carian Phalanx,カーリアの円陣,卡利亚圆阵,Карійська фаланга,,Карианская фаланга,,
4302,Greatblade Phalanx,巨剣陣,巨剑阵,Фаланга великого клинка,,Фаланга большого меча,,
4360,Rennala's Full Moon,レナラの満月,蕾娜菈的满月,Повня Реннали,,Полная Луна Ренналы,,
4361,Ranni's Dark Moon,ラニの暗月,菈妮的暗月,Темний місяць Ранні,,Тёмная Луна Ренни,,
4370,Magic Downpour,降り注ぐ魔力,天降魔力,Магічна злива,,Зачарованный ливень,,
4380,Loretta's Greatbow,ローレッタの大弓,罗蕾塔的大弓,Великий лук Лоретти,,Большой лук Лоретты,,
